timestamp,min_rtt_ms,avg_rtt_ms,max_rtt_ms,packet_loss_percent
2026-02-23T07:57:43.243493,70.077,70.077,70.077,0.0
2026-02-23T07:57:43.317077,70.058,70.058,70.058,0.0
2026-02-23T07:57:43.390266,70.078,70.078,70.078,0.0
2026-02-23T07:57:43.463017,70.065,70.065,70.065,0.0
2026-02-23T07:57:43.536913,70.155,70.155,70.155,0.0
2026-02-23T07:57:43.610173,70.056,70.056,70.056,0.0
2026-02-23T07:57:43.683551,70.048,70.048,70.048,0.0
2026-02-23T07:57:43.757097,70.061,70.061,70.061,0.0
2026-02-23T07:57:43.830159,70.077,70.077,70.077,0.0
2026-02-23T07:57:43.903326,70.076,70.076,70.076,0.0
2026-02-23T07:57:43.976562,70.071,70.071,70.071,0.0
2026-02-23T07:57:44.049146,70.061,70.061,70.061,0.0
2026-02-23T07:57:44.122532,70.135,70.135,70.135,0.0
2026-02-23T07:57:44.195202,70.075,70.075,70.075,0.0
2026-02-23T07:57:44.268870,70.12,70.12,70.12,0.0
2026-02-23T07:57:44.342545,70.072,70.072,70.072,0.0
2026-02-23T07:57:44.415779,70.062,70.062,70.062,0.0
2026-02-23T07:57:44.488800,70.114,70.114,70.114,0.0
2026-02-23T07:57:44.562254,70.078,70.078,70.078,0.0
2026-02-23T07:57:44.635556,70.152,70.152,70.152,0.0
2026-02-23T07:57:44.708953,70.074,70.074,70.074,0.0
2026-02-23T07:57:44.782138,70.054,70.054,70.054,0.0
2026-02-23T07:57:44.855101,70.072,70.072,70.072,0.0
2026-02-23T07:57:44.928013,70.069,70.069,70.069,0.0
2026-02-23T07:57:45.001459,70.066,70.066,70.066,0.0
2026-02-23T07:57:45.074574,70.076,70.076,70.076,0.0
2026-02-23T07:57:45.147379,70.087,70.087,70.087,0.0
2026-02-23T07:57:45.220489,70.064,70.064,70.064,0.0
2026-02-23T07:57:45.293966,70.109,70.109,70.109,0.0
2026-02-23T07:57:45.367508,70.077,70.077,70.077,0.0
2026-02-23T07:57:45.440548,70.13,70.13,70.13,0.0
2026-02-23T07:57:45.513903,70.074,70.074,70.074,0.0
2026-02-23T07:57:45.587453,70.073,70.073,70.073,0.0
2026-02-23T07:57:55.590508,,,,100.0
2026-02-23T07:58:05.593898,,,,100.0
2026-02-23T07:58:05.668148,70.067,70.067,70.067,0.0
2026-02-23T07:58:05.741909,70.083,70.083,70.083,0.0
2026-02-23T07:58:05.815849,70.132,70.132,70.132,0.0
2026-02-23T07:58:05.889533,70.133,70.133,70.133,0.0
2026-02-23T07:58:05.962949,70.112,70.112,70.112,0.0
2026-02-23T07:58:06.036598,70.097,70.097,70.097,0.0
