min_rtt_ms,avg_rtt_ms,max_rtt_ms,packet_loss_percent,congestion
70.1,70.1,70.1,0.0,0
70.06,70.06,70.06,0.0,0
70.072,70.072,70.072,0.0,0
70.061,70.061,70.061,0.0,0
70.059,70.059,70.059,0.0,0
70.084,70.084,70.084,0.0,0
70.054,70.054,70.054,0.0,0
70.043,70.043,70.043,0.0,0
70.063,70.063,70.063,0.0,0
70.078,70.078,70.078,0.0,0
70.082,70.082,70.082,0.0,0
70.074,70.074,70.074,0.0,0
70.062,70.062,70.062,0.0,0
70.078,70.078,70.078,0.0,0
70.119,70.119,70.119,0.0,0
70.057,70.057,70.057,0.0,0
70.057,70.057,70.057,0.0,0
70.067,70.067,70.067,0.0,0
70.067,70.067,70.067,0.0,0
70.113,70.113,70.113,0.0,0
70.088,70.088,70.088,0.0,0
71.468,71.468,71.468,0.0,1
70.057,70.057,70.057,0.0,0
70.069,70.069,70.069,0.0,0
70.062,70.062,70.062,0.0,0
70.074,70.074,70.074,0.0,0
70.078,70.078,70.078,0.0,0
70.054,70.054,70.054,0.0,0
70.078,70.078,70.078,0.0,0
70.056,70.056,70.056,0.0,0
70.079,70.079,70.079,0.0,0
70.162,70.162,70.162,0.0,1
70.075,70.075,70.075,0.0,0
70.087,70.087,70.087,0.0,0
70.118,70.118,70.118,0.0,0
71.403,71.403,71.403,0.0,1
70.079,70.079,70.079,0.0,0
70.117,70.117,70.117,0.0,0
70.122,70.122,70.122,0.0,0
70.068,70.068,70.068,0.0,0
70.08,70.08,70.08,0.0,0
70.086,70.086,70.086,0.0,0
70.064,70.064,70.064,0.0,0
70.068,70.068,70.068,0.0,0
70.094,70.094,70.094,0.0,0
70.056,70.056,70.056,0.0,0
70.076,70.076,70.076,0.0,0
70.129,70.129,70.129,0.0,1
70.488,70.488,70.488,0.0,1
70.066,70.066,70.066,0.0,0
70.071,70.071,70.071,0.0,0
70.052,70.052,70.052,0.0,0
70.084,70.084,70.084,0.0,0
70.076,70.076,70.076,0.0,0
70.066,70.066,70.066,0.0,0
70.082,70.082,70.082,0.0,0
70.079,70.079,70.079,0.0,0
70.112,70.112,70.112,0.0,0
70.064,70.064,70.064,0.0,0
70.079,70.079,70.079,0.0,0
70.133,70.133,70.133,0.0,1
70.09,70.09,70.09,0.0,0
70.081,70.081,70.081,0.0,0
70.112,70.112,70.112,0.0,0
70.13,70.13,70.13,0.0,1
70.073,70.073,70.073,0.0,0
70.1,70.1,70.1,0.0,0
70.058,70.058,70.058,0.0,0
70.11,70.11,70.11,0.0,0
70.075,70.075,70.075,0.0,0
70.153,70.153,70.153,0.0,1
70.137,70.137,70.137,0.0,1
70.065,70.065,70.065,0.0,0
70.089,70.089,70.089,0.0,0
70.096,70.096,70.096,0.0,0
70.045,70.045,70.045,0.0,0
70.133,70.133,70.133,0.0,1
70.132,70.132,70.132,0.0,1
70.085,70.085,70.085,0.0,0
70.076,70.076,70.076,0.0,0
70.129,70.129,70.129,0.0,1
70.068,70.068,70.068,0.0,0
70.066,70.066,70.066,0.0,0
70.093,70.093,70.093,0.0,0
70.109,70.109,70.109,0.0,0
70.064,70.064,70.064,0.0,0
70.083,70.083,70.083,0.0,0
70.111,70.111,70.111,0.0,0
70.094,70.094,70.094,0.0,0
70.095,70.095,70.095,0.0,0
70.122,70.122,70.122,0.0,0
70.067,70.067,70.067,0.0,0
70.128,70.128,70.128,0.0,1
70.074,70.074,70.074,0.0,0
70.083,70.083,70.083,0.0,0
70.062,70.062,70.062,0.0,0
70.112,70.112,70.112,0.0,0
70.07,70.07,70.07,0.0,0
70.083,70.083,70.083,0.0,0
70.119,70.119,70.119,0.0,0
70.096,70.096,70.096,0.0,0
70.097,70.097,70.097,0.0,0
70.075,70.075,70.075,0.0,0
70.081,70.081,70.081,0.0,0
70.073,70.073,70.073,0.0,0
70.085,70.085,70.085,0.0,0
70.086,70.086,70.086,0.0,0
70.118,70.118,70.118,0.0,0
70.06,70.06,70.06,0.0,0
70.079,70.079,70.079,0.0,0
70.128,70.128,70.128,0.0,1
70.149,70.149,70.149,0.0,1
70.098,70.098,70.098,0.0,0
70.086,70.086,70.086,0.0,0
70.157,70.157,70.157,0.0,1
70.096,70.096,70.096,0.0,0
70.087,70.087,70.087,0.0,0
70.087,70.087,70.087,0.0,0
70.186,70.186,70.186,0.0,1
70.095,70.095,70.095,0.0,0
70.076,70.076,70.076,0.0,0
70.115,70.115,70.115,0.0,0
70.175,70.175,70.175,0.0,1
70.089,70.089,70.089,0.0,0
70.094,70.094,70.094,0.0,0
70.21,70.21,70.21,0.0,1
70.117,70.117,70.117,0.0,0
70.216,70.216,70.216,0.0,1
70.122,70.122,70.122,0.0,0
70.101,70.101,70.101,0.0,0
70.116,70.116,70.116,0.0,0
70.229,70.229,70.229,0.0,1
70.268,70.268,70.268,0.0,1
70.142,70.142,70.142,0.0,1
70.224,70.224,70.224,0.0,1
70.208,70.208,70.208,0.0,1
70.113,70.113,70.113,0.0,0
70.115,70.115,70.115,0.0,0
70.217,70.217,70.217,0.0,1
70.183,70.183,70.183,0.0,1
70.118,70.118,70.118,0.0,0
70.2,70.2,70.2,0.0,1
70.181,70.181,70.181,0.0,1
70.12,70.12,70.12,0.0,0
70.127,70.127,70.127,0.0,1
70.09,70.09,70.09,0.0,0
70.065,70.065,70.065,0.0,0
70.233,70.233,70.233,0.0,1
70.122,70.122,70.122,0.0,0
70.182,70.182,70.182,0.0,1
70.182,70.182,70.182,0.0,1
70.12,70.12,70.12,0.0,0
70.136,70.136,70.136,0.0,1
70.247,70.247,70.247,0.0,1
70.152,70.152,70.152,0.0,1
70.109,70.109,70.109,0.0,0
70.091,70.091,70.091,0.0,0
70.097,70.097,70.097,0.0,0
71.231,71.231,71.231,0.0,1
70.178,70.178,70.178,0.0,1
70.196,70.196,70.196,0.0,1
70.179,70.179,70.179,0.0,1
70.059,70.059,70.059,0.0,0
70.068,70.068,70.068,0.0,0
70.173,70.173,70.173,0.0,1
70.17,70.17,70.17,0.0,1
70.195,70.195,70.195,0.0,1
70.137,70.137,70.137,0.0,1
70.099,70.099,70.099,0.0,0
70.165,70.165,70.165,0.0,1
70.095,70.095,70.095,0.0,0
70.222,70.222,70.222,0.0,1
70.143,70.143,70.143,0.0,1
70.191,70.191,70.191,0.0,1
70.171,70.171,70.171,0.0,1
70.106,70.106,70.106,0.0,0
70.176,70.176,70.176,0.0,1
70.161,70.161,70.161,0.0,1
70.141,70.141,70.141,0.0,1
70.143,70.143,70.143,0.0,1
70.159,70.159,70.159,0.0,1
70.177,70.177,70.177,0.0,1
70.104,70.104,70.104,0.0,0
70.106,70.106,70.106,0.0,0
70.13,70.13,70.13,0.0,1
70.145,70.145,70.145,0.0,1
70.143,70.143,70.143,0.0,1
70.192,70.192,70.192,0.0,1
70.186,70.186,70.186,0.0,1
70.098,70.098,70.098,0.0,0
70.103,70.103,70.103,0.0,0
70.127,70.127,70.127,0.0,1
70.098,70.098,70.098,0.0,0
70.087,70.087,70.087,0.0,0
71.403,71.403,71.403,0.0,1
70.07,70.07,70.07,0.0,0
70.065,70.065,70.065,0.0,0
70.071,70.071,70.071,0.0,0
70.125,70.125,70.125,0.0,0
70.092,70.092,70.092,0.0,0
70.101,70.101,70.101,0.0,0
70.15,70.15,70.15,0.0,1
70.161,70.161,70.161,0.0,1
70.122,70.122,70.122,0.0,0
70.14,70.14,70.14,0.0,1
70.074,70.074,70.074,0.0,0
70.089,70.089,70.089,0.0,0
70.051,70.051,70.051,0.0,0
70.087,70.087,70.087,0.0,0
70.088,70.088,70.088,0.0,0
70.061,70.061,70.061,0.0,0
70.07,70.07,70.07,0.0,0
70.095,70.095,70.095,0.0,0
70.103,70.103,70.103,0.0,0
70.052,70.052,70.052,0.0,0
70.072,70.072,70.072,0.0,0
70.072,70.072,70.072,0.0,0
70.069,70.069,70.069,0.0,0
70.072,70.072,70.072,0.0,0
70.068,70.068,70.068,0.0,0
70.069,70.069,70.069,0.0,0
70.073,70.073,70.073,0.0,0
70.067,70.067,70.067,0.0,0
70.064,70.064,70.064,0.0,0
70.1,70.1,70.1,0.0,0
70.134,70.134,70.134,0.0,1
70.063,70.063,70.063,0.0,0
70.114,70.114,70.114,0.0,0
70.052,70.052,70.052,0.0,0
70.081,70.081,70.081,0.0,0
70.086,70.086,70.086,0.0,0
70.092,70.092,70.092,0.0,0
70.072,70.072,70.072,0.0,0
71.766,71.766,71.766,0.0,1
70.094,70.094,70.094,0.0,0
70.114,70.114,70.114,0.0,0
70.079,70.079,70.079,0.0,0
70.095,70.095,70.095,0.0,0
70.081,70.081,70.081,0.0,0
70.177,70.177,70.177,0.0,1
70.071,70.071,70.071,0.0,0
70.071,70.071,70.071,0.0,0
70.081,70.081,70.081,0.0,0
70.509,70.509,70.509,0.0,1
70.067,70.067,70.067,0.0,0
70.058,70.058,70.058,0.0,0
70.086,70.086,70.086,0.0,0
70.083,70.083,70.083,0.0,0
70.218,70.218,70.218,0.0,1
70.114,70.114,70.114,0.0,0
70.13,70.13,70.13,0.0,1
70.069,70.069,70.069,0.0,0
70.068,70.068,70.068,0.0,0
70.056,70.056,70.056,0.0,0
70.072,70.072,70.072,0.0,0
70.097,70.097,70.097,0.0,0
70.082,70.082,70.082,0.0,0
70.077,70.077,70.077,0.0,0
70.08,70.08,70.08,0.0,0
70.123,70.123,70.123,0.0,0
70.067,70.067,70.067,0.0,0
70.078,70.078,70.078,0.0,0
70.09,70.09,70.09,0.0,0
70.084,70.084,70.084,0.0,0
70.069,70.069,70.069,0.0,0
70.082,70.082,70.082,0.0,0
70.076,70.076,70.076,0.0,0
70.14,70.14,70.14,0.0,1
70.078,70.078,70.078,0.0,0
70.073,70.073,70.073,0.0,0
70.068,70.068,70.068,0.0,0
70.048,70.048,70.048,0.0,0
70.129,70.129,70.129,0.0,1
70.17,70.17,70.17,0.0,1
70.07,70.07,70.07,0.0,0
70.064,70.064,70.064,0.0,0
70.062,70.062,70.062,0.0,0
70.075,70.075,70.075,0.0,0
70.065,70.065,70.065,0.0,0
70.06,70.06,70.06,0.0,0
70.092,70.092,70.092,0.0,0
70.084,70.084,70.084,0.0,0
70.064,70.064,70.064,0.0,0
70.062,70.062,70.062,0.0,0
70.104,70.104,70.104,0.0,0
70.071,70.071,70.071,0.0,0
70.103,70.103,70.103,0.0,0
70.124,70.124,70.124,0.0,0
70.175,70.175,70.175,0.0,1
70.037,70.037,70.037,0.0,0
71.748,71.748,71.748,0.0,1
70.117,70.117,70.117,0.0,0
70.154,70.154,70.154,0.0,1
70.082,70.082,70.082,0.0,0
70.088,70.088,70.088,0.0,0
70.101,70.101,70.101,0.0,0
70.118,70.118,70.118,0.0,0
70.126,70.126,70.126,0.0,1
70.08,70.08,70.08,0.0,0
70.157,70.157,70.157,0.0,1
70.089,70.089,70.089,0.0,0
70.088,70.088,70.088,0.0,0
70.137,70.137,70.137,0.0,1
70.115,70.115,70.115,0.0,0
70.146,70.146,70.146,0.0,1
70.095,70.095,70.095,0.0,0
70.145,70.145,70.145,0.0,1
70.087,70.087,70.087,0.0,0
70.092,70.092,70.092,0.0,0
70.143,70.143,70.143,0.0,1
70.106,70.106,70.106,0.0,0
70.078,70.078,70.078,0.0,0
71.19,71.19,71.19,0.0,1
70.087,70.087,70.087,0.0,0
70.094,70.094,70.094,0.0,0
70.075,70.075,70.075,0.0,0
70.139,70.139,70.139,0.0,1
70.1,70.1,70.1,0.0,0
70.144,70.144,70.144,0.0,1
70.07,70.07,70.07,0.0,0
70.088,70.088,70.088,0.0,0
70.166,70.166,70.166,0.0,1
70.081,70.081,70.081,0.0,0
70.181,70.181,70.181,0.0,1
70.151,70.151,70.151,0.0,1
70.067,70.067,70.067,0.0,0
70.111,70.111,70.111,0.0,0
70.09,70.09,70.09,0.0,0
70.153,70.153,70.153,0.0,1
70.093,70.093,70.093,0.0,0
70.116,70.116,70.116,0.0,0
70.161,70.161,70.161,0.0,1
70.16,70.16,70.16,0.0,1
70.124,70.124,70.124,0.0,0
70.159,70.159,70.159,0.0,1
71.007,71.007,71.007,0.0,1
70.813,70.813,70.813,0.0,1
70.182,70.182,70.182,0.0,1
70.17,70.17,70.17,0.0,1
70.093,70.093,70.093,0.0,0
70.103,70.103,70.103,0.0,0
70.119,70.119,70.119,0.0,0
70.169,70.169,70.169,0.0,1
70.083,70.083,70.083,0.0,0
70.088,70.088,70.088,0.0,0
70.09,70.09,70.09,0.0,0
70.106,70.106,70.106,0.0,0
70.135,70.135,70.135,0.0,1
70.14,70.14,70.14,0.0,1
70.092,70.092,70.092,0.0,0
70.067,70.067,70.067,0.0,0
70.457,70.457,70.457,0.0,1
70.129,70.129,70.129,0.0,1
70.102,70.102,70.102,0.0,0
70.091,70.091,70.091,0.0,0
70.147,70.147,70.147,0.0,1
70.096,70.096,70.096,0.0,0
70.125,70.125,70.125,0.0,0
70.105,70.105,70.105,0.0,0
70.916,70.916,70.916,0.0,1
70.128,70.128,70.128,0.0,1
70.089,70.089,70.089,0.0,0
70.087,70.087,70.087,0.0,0
70.129,70.129,70.129,0.0,1
70.145,70.145,70.145,0.0,1
70.134,70.134,70.134,0.0,1
70.146,70.146,70.146,0.0,1
70.121,70.121,70.121,0.0,0
70.099,70.099,70.099,0.0,0
70.144,70.144,70.144,0.0,1
70.082,70.082,70.082,0.0,0
70.136,70.136,70.136,0.0,1
70.135,70.135,70.135,0.0,1
70.157,70.157,70.157,0.0,1
70.12,70.12,70.12,0.0,0
70.097,70.097,70.097,0.0,0
70.133,70.133,70.133,0.0,1
70.083,70.083,70.083,0.0,0
70.09,70.09,70.09,0.0,0
70.185,70.185,70.185,0.0,1
70.471,70.471,70.471,0.0,1
70.09,70.09,70.09,0.0,0
70.169,70.169,70.169,0.0,1
70.099,70.099,70.099,0.0,0
70.177,70.177,70.177,0.0,1
70.099,70.099,70.099,0.0,0
70.139,70.139,70.139,0.0,1
70.127,70.127,70.127,0.0,1
70.101,70.101,70.101,0.0,0
70.125,70.125,70.125,0.0,0
70.155,70.155,70.155,0.0,1
70.087,70.087,70.087,0.0,0
70.089,70.089,70.089,0.0,0
70.144,70.144,70.144,0.0,1
70.093,70.093,70.093,0.0,0
70.097,70.097,70.097,0.0,0
70.091,70.091,70.091,0.0,0
70.16,70.16,70.16,0.0,1
70.167,70.167,70.167,0.0,1
70.112,70.112,70.112,0.0,0
70.077,70.077,70.077,0.0,0
70.084,70.084,70.084,0.0,0
70.079,70.079,70.079,0.0,0
70.097,70.097,70.097,0.0,0
70.14,70.14,70.14,0.0,1
70.161,70.161,70.161,0.0,1
70.216,70.216,70.216,0.0,1
70.137,70.137,70.137,0.0,1
70.178,70.178,70.178,0.0,1
70.177,70.177,70.177,0.0,1
70.133,70.133,70.133,0.0,1
70.154,70.154,70.154,0.0,1
70.175,70.175,70.175,0.0,1
70.166,70.166,70.166,0.0,1
70.153,70.153,70.153,0.0,1
70.12,70.12,70.12,0.0,0
70.166,70.166,70.166,0.0,1
70.193,70.193,70.193,0.0,1
70.113,70.113,70.113,0.0,0
70.128,70.128,70.128,0.0,1
70.193,70.193,70.193,0.0,1
70.119,70.119,70.119,0.0,0
70.102,70.102,70.102,0.0,0
70.112,70.112,70.112,0.0,0
70.138,70.138,70.138,0.0,1
70.123,70.123,70.123,0.0,0
70.099,70.099,70.099,0.0,0
70.121,70.121,70.121,0.0,0
70.148,70.148,70.148,0.0,1
70.108,70.108,70.108,0.0,0
70.167,70.167,70.167,0.0,1
70.099,70.099,70.099,0.0,0
70.153,70.153,70.153,0.0,1
70.174,70.174,70.174,0.0,1
70.094,70.094,70.094,0.0,0
70.096,70.096,70.096,0.0,0
70.099,70.099,70.099,0.0,0
70.104,70.104,70.104,0.0,0
70.102,70.102,70.102,0.0,0
70.094,70.094,70.094,0.0,0
70.12,70.12,70.12,0.0,0
70.131,70.131,70.131,0.0,1
70.109,70.109,70.109,0.0,0
70.104,70.104,70.104,0.0,0
70.092,70.092,70.092,0.0,0
70.061,70.061,70.061,0.0,0
70.117,70.117,70.117,0.0,0
70.116,70.116,70.116,0.0,0
70.097,70.097,70.097,0.0,0
70.115,70.115,70.115,0.0,0
70.117,70.117,70.117,0.0,0
70.093,70.093,70.093,0.0,0
70.145,70.145,70.145,0.0,1
70.091,70.091,70.091,0.0,0
70.091,70.091,70.091,0.0,0
70.149,70.149,70.149,0.0,1
70.127,70.127,70.127,0.0,1
70.161,70.161,70.161,0.0,1
70.151,70.151,70.151,0.0,1
70.102,70.102,70.102,0.0,0
70.096,70.096,70.096,0.0,0
70.118,70.118,70.118,0.0,0
70.181,70.181,70.181,0.0,1
70.11,70.11,70.11,0.0,0
70.191,70.191,70.191,0.0,1
70.186,70.186,70.186,0.0,1
70.147,70.147,70.147,0.0,1
70.157,70.157,70.157,0.0,1
70.146,70.146,70.146,0.0,1
70.109,70.109,70.109,0.0,0
70.175,70.175,70.175,0.0,1
70.146,70.146,70.146,0.0,1
70.134,70.134,70.134,0.0,1
70.167,70.167,70.167,0.0,1
70.138,70.138,70.138,0.0,1
70.089,70.089,70.089,0.0,0
70.178,70.178,70.178,0.0,1
70.118,70.118,70.118,0.0,0
70.148,70.148,70.148,0.0,1
70.117,70.117,70.117,0.0,0
70.085,70.085,70.085,0.0,0
70.134,70.134,70.134,0.0,1
70.123,70.123,70.123,0.0,0
70.102,70.102,70.102,0.0,0
70.161,70.161,70.161,0.0,1
70.165,70.165,70.165,0.0,1
70.164,70.164,70.164,0.0,1
70.106,70.106,70.106,0.0,0
70.445,70.445,70.445,0.0,1
71.753,71.753,71.753,0.0,1
70.138,70.138,70.138,0.0,1
70.086,70.086,70.086,0.0,0
70.094,70.094,70.094,0.0,0
70.093,70.093,70.093,0.0,0
70.132,70.132,70.132,0.0,1
70.141,70.141,70.141,0.0,1
70.144,70.144,70.144,0.0,1
70.104,70.104,70.104,0.0,0
70.191,70.191,70.191,0.0,1
70.098,70.098,70.098,0.0,0
70.138,70.138,70.138,0.0,1
70.093,70.093,70.093,0.0,0
70.169,70.169,70.169,0.0,1
70.112,70.112,70.112,0.0,0
70.123,70.123,70.123,0.0,0
70.121,70.121,70.121,0.0,0
70.178,70.178,70.178,0.0,1
70.132,70.132,70.132,0.0,1
70.128,70.128,70.128,0.0,1
70.095,70.095,70.095,0.0,0
70.107,70.107,70.107,0.0,0
70.128,70.128,70.128,0.0,1
70.18,70.18,70.18,0.0,1
70.186,70.186,70.186,0.0,1
70.105,70.105,70.105,0.0,0
71.127,71.127,71.127,0.0,1
70.067,70.067,70.067,0.0,0
70.16,70.16,70.16,0.0,1
70.155,70.155,70.155,0.0,1
70.098,70.098,70.098,0.0,0
70.16,70.16,70.16,0.0,1
70.147,70.147,70.147,0.0,1
70.119,70.119,70.119,0.0,0
70.099,70.099,70.099,0.0,0
70.137,70.137,70.137,0.0,1
70.113,70.113,70.113,0.0,0
70.097,70.097,70.097,0.0,0
70.084,70.084,70.084,0.0,0
70.143,70.143,70.143,0.0,1
70.165,70.165,70.165,0.0,1
70.872,70.872,70.872,0.0,1
70.054,70.054,70.054,0.0,0
70.094,70.094,70.094,0.0,0
70.021,70.021,70.021,0.0,0
70.106,70.106,70.106,0.0,0
70.026,70.026,70.026,0.0,0
70.058,70.058,70.058,0.0,0
70.087,70.087,70.087,0.0,0
70.065,70.065,70.065,0.0,0
70.088,70.088,70.088,0.0,0
70.125,70.125,70.125,0.0,0
70.087,70.087,70.087,0.0,0
70.091,70.091,70.091,0.0,0
70.017,70.017,70.017,0.0,0
70.093,70.093,70.093,0.0,0
70.104,70.104,70.104,0.0,0
70.065,70.065,70.065,0.0,0
70.034,70.034,70.034,0.0,0
70.142,70.142,70.142,0.0,1
70.133,70.133,70.133,0.0,1
70.064,70.064,70.064,0.0,0
70.124,70.124,70.124,0.0,0
70.124,70.124,70.124,0.0,0
70.06,70.06,70.06,0.0,0
70.087,70.087,70.087,0.0,0
70.034,70.034,70.034,0.0,0
70.129,70.129,70.129,0.0,1
70.147,70.147,70.147,0.0,1
70.063,70.063,70.063,0.0,0
70.066,70.066,70.066,0.0,0
70.055,70.055,70.055,0.0,0
70.117,70.117,70.117,0.0,0
70.128,70.128,70.128,0.0,1
70.051,70.051,70.051,0.0,0
70.057,70.057,70.057,0.0,0
70.124,70.124,70.124,0.0,0
70.127,70.127,70.127,0.0,1
70.016,70.016,70.016,0.0,0
70.062,70.062,70.062,0.0,0
70.041,70.041,70.041,0.0,0
70.057,70.057,70.057,0.0,0
70.059,70.059,70.059,0.0,0
70.075,70.075,70.075,0.0,0
70.064,70.064,70.064,0.0,0
70.093,70.093,70.093,0.0,0
70.083,70.083,70.083,0.0,0
70.048,70.048,70.048,0.0,0
70.037,70.037,70.037,0.0,0
70.029,70.029,70.029,0.0,0
70.024,70.024,70.024,0.0,0
70.02,70.02,70.02,0.0,0
70.051,70.051,70.051,0.0,0
70.059,70.059,70.059,0.0,0
70.025,70.025,70.025,0.0,0
70.131,70.131,70.131,0.0,1
70.064,70.064,70.064,0.0,0
70.104,70.104,70.104,0.0,0
70.052,70.052,70.052,0.0,0
70.085,70.085,70.085,0.0,0
70.118,70.118,70.118,0.0,0
70.022,70.022,70.022,0.0,0
70.134,70.134,70.134,0.0,1
70.019,70.019,70.019,0.0,0
70.055,70.055,70.055,0.0,0
70.021,70.021,70.021,0.0,0
70.076,70.076,70.076,0.0,0
70.055,70.055,70.055,0.0,0
70.067,70.067,70.067,0.0,0
70.103,70.103,70.103,0.0,0
70.024,70.024,70.024,0.0,0
70.019,70.019,70.019,0.0,0
70.022,70.022,70.022,0.0,0
70.142,70.142,70.142,0.0,1
70.073,70.073,70.073,0.0,0
70.037,70.037,70.037,0.0,0
70.122,70.122,70.122,0.0,0
70.117,70.117,70.117,0.0,0
70.071,70.071,70.071,0.0,0
70.16,70.16,70.16,0.0,1
70.066,70.066,70.066,0.0,0
70.116,70.116,70.116,0.0,0
70.075,70.075,70.075,0.0,0
70.042,70.042,70.042,0.0,0
70.073,70.073,70.073,0.0,0
70.106,70.106,70.106,0.0,0
70.064,70.064,70.064,0.0,0
70.075,70.075,70.075,0.0,0
70.062,70.062,70.062,0.0,0
70.069,70.069,70.069,0.0,0
70.05,70.05,70.05,0.0,0
70.063,70.063,70.063,0.0,0
70.057,70.057,70.057,0.0,0
70.05,70.05,70.05,0.0,0
70.09,70.09,70.09,0.0,0
70.101,70.101,70.101,0.0,0
70.104,70.104,70.104,0.0,0
70.114,70.114,70.114,0.0,0
70.075,70.075,70.075,0.0,0
70.048,70.048,70.048,0.0,0
70.058,70.058,70.058,0.0,0
70.122,70.122,70.122,0.0,0
70.066,70.066,70.066,0.0,0
70.053,70.053,70.053,0.0,0
70.079,70.079,70.079,0.0,0
70.079,70.079,70.079,0.0,0
70.054,70.054,70.054,0.0,0
70.024,70.024,70.024,0.0,0
70.023,70.023,70.023,0.0,0
70.013,70.013,70.013,0.0,0
70.06,70.06,70.06,0.0,0
70.086,70.086,70.086,0.0,0
70.06,70.06,70.06,0.0,0
70.106,70.106,70.106,0.0,0
70.038,70.038,70.038,0.0,0
70.034,70.034,70.034,0.0,0
70.022,70.022,70.022,0.0,0
70.078,70.078,70.078,0.0,0
70.058,70.058,70.058,0.0,0
70.067,70.067,70.067,0.0,0
70.106,70.106,70.106,0.0,0
70.034,70.034,70.034,0.0,0
70.123,70.123,70.123,0.0,0
70.151,70.151,70.151,0.0,1
70.073,70.073,70.073,0.0,0
70.057,70.057,70.057,0.0,0
70.055,70.055,70.055,0.0,0
70.053,70.053,70.053,0.0,0
70.088,70.088,70.088,0.0,0
70.051,70.051,70.051,0.0,0
70.169,70.169,70.169,0.0,1
70.066,70.066,70.066,0.0,0
70.063,70.063,70.063,0.0,0
70.133,70.133,70.133,0.0,1
70.063,70.063,70.063,0.0,0
70.025,70.025,70.025,0.0,0
70.143,70.143,70.143,0.0,1
70.112,70.112,70.112,0.0,0
70.113,70.113,70.113,0.0,0
70.026,70.026,70.026,0.0,0
70.107,70.107,70.107,0.0,0
70.126,70.126,70.126,0.0,1
70.02,70.02,70.02,0.0,0
70.053,70.053,70.053,0.0,0
70.11,70.11,70.11,0.0,0
70.265,70.265,70.265,0.0,1
70.07,70.07,70.07,0.0,0
70.06,70.06,70.06,0.0,0
70.087,70.087,70.087,0.0,0
70.015,70.015,70.015,0.0,0
70.148,70.148,70.148,0.0,1
70.129,70.129,70.129,0.0,1
70.036,70.036,70.036,0.0,0
70.095,70.095,70.095,0.0,0
70.111,70.111,70.111,0.0,0
70.071,70.071,70.071,0.0,0
70.133,70.133,70.133,0.0,1
70.074,70.074,70.074,0.0,0
70.028,70.028,70.028,0.0,0
70.027,70.027,70.027,0.0,0
70.061,70.061,70.061,0.0,0
70.118,70.118,70.118,0.0,0
70.039,70.039,70.039,0.0,0
70.056,70.056,70.056,0.0,0
70.083,70.083,70.083,0.0,0
70.092,70.092,70.092,0.0,0
70.1,70.1,70.1,0.0,0
70.12,70.12,70.12,0.0,0
70.097,70.097,70.097,0.0,0
70.055,70.055,70.055,0.0,0
70.085,70.085,70.085,0.0,0
70.066,70.066,70.066,0.0,0
70.11,70.11,70.11,0.0,0
70.124,70.124,70.124,0.0,0
70.069,70.069,70.069,0.0,0
70.073,70.073,70.073,0.0,0
70.067,70.067,70.067,0.0,0
70.097,70.097,70.097,0.0,0
70.161,70.161,70.161,0.0,1
70.073,70.073,70.073,0.0,0
70.096,70.096,70.096,0.0,0
70.082,70.082,70.082,0.0,0
70.062,70.062,70.062,0.0,0
70.062,70.062,70.062,0.0,0
70.038,70.038,70.038,0.0,0
70.117,70.117,70.117,0.0,0
70.1,70.1,70.1,0.0,0
70.063,70.063,70.063,0.0,0
70.312,70.312,70.312,0.0,1
70.073,70.073,70.073,0.0,0
70.065,70.065,70.065,0.0,0
70.162,70.162,70.162,0.0,1
70.068,70.068,70.068,0.0,0
70.09,70.09,70.09,0.0,0
70.155,70.155,70.155,0.0,1
70.076,70.076,70.076,0.0,0
70.078,70.078,70.078,0.0,0
70.042,70.042,70.042,0.0,0
70.06,70.06,70.06,0.0,0
70.028,70.028,70.028,0.0,0
70.057,70.057,70.057,0.0,0
70.103,70.103,70.103,0.0,0
70.179,70.179,70.179,0.0,1
70.06,70.06,70.06,0.0,0
70.096,70.096,70.096,0.0,0
70.06,70.06,70.06,0.0,0
70.023,70.023,70.023,0.0,0
70.056,70.056,70.056,0.0,0
70.058,70.058,70.058,0.0,0
70.074,70.074,70.074,0.0,0
70.058,70.058,70.058,0.0,0
70.023,70.023,70.023,0.0,0
70.02,70.02,70.02,0.0,0
70.021,70.021,70.021,0.0,0
70.052,70.052,70.052,0.0,0
70.097,70.097,70.097,0.0,0
70.084,70.084,70.084,0.0,0
70.076,70.076,70.076,0.0,0
70.048,70.048,70.048,0.0,0
70.026,70.026,70.026,0.0,0
70.056,70.056,70.056,0.0,0
70.065,70.065,70.065,0.0,0
70.05,70.05,70.05,0.0,0
70.02,70.02,70.02,0.0,0
70.023,70.023,70.023,0.0,0
70.088,70.088,70.088,0.0,0
70.022,70.022,70.022,0.0,0
70.027,70.027,70.027,0.0,0
70.083,70.083,70.083,0.0,0
70.102,70.102,70.102,0.0,0
70.09,70.09,70.09,0.0,0
70.034,70.034,70.034,0.0,0
70.097,70.097,70.097,0.0,0
70.066,70.066,70.066,0.0,0
70.059,70.059,70.059,0.0,0
70.102,70.102,70.102,0.0,0
70.053,70.053,70.053,0.0,0
70.049,70.049,70.049,0.0,0
70.055,70.055,70.055,0.0,0
70.062,70.062,70.062,0.0,0
70.024,70.024,70.024,0.0,0
70.083,70.083,70.083,0.0,0
70.05,70.05,70.05,0.0,0
70.052,70.052,70.052,0.0,0
70.051,70.051,70.051,0.0,0
70.05,70.05,70.05,0.0,0
